Type,Seed,"Parameters (Number of features, Tolerance, Iterations, Ten Fold)",Accuracy,Precision,F_Score,Recall,ROC_Area,TP Rate,FP Rate,Confusion_Matrix,Classification_Report
MLP,754,"[9690, 0.0001, 8000, (200, 100)]",0.847162023,0.847255886,0.846820272,0.847162023,0.977907261,"[0.6047619  0.84684685 0.85777778 0.91347518 0.88333333 0.84761905
 0.775      0.80416667 0.8        0.56666667]","[0.00590717 0.05341365 0.04166667 0.02016908 0.02516213 0.00580169
 0.01189711 0.0031746  0.00655738 0.01050955]","[[ 127   57    1    1   20    0    0    0    2    2]
 [  27 1880  175   39   88    1    5    2    0    3]
 [   4  181 1930   58   57    1    3    2    1   13]
 [   7   18   58 1288   15    1   17    1    0    5]
 [  11  133   62   18 1749    1    1    1    0    4]
 [   0    0    1    3    1  178    7   14    3    3]
 [   0    5    6   29    6    7  279    0    0   28]
 [   0    1    3    4    1   25    0  193    4    9]
 [   1    3    1    4    2   15   47    3  432   32]
 [   6    1    3   11    4    4   31    7   50  153]]","              precision    recall  f1-score   support

           0       0.69      0.60      0.65       210
           1       0.82      0.85      0.84      2220
           2       0.86      0.86      0.86      2250
           3       0.89      0.91      0.90      1410
           4       0.90      0.88      0.89      1980
           5       0.76      0.85      0.80       210
           6       0.72      0.78      0.74       360
           7       0.87      0.80      0.83       240
           8       0.88      0.80      0.84       540
           9       0.61      0.57      0.59       270

    accuracy                           0.85      9690
   macro avg       0.80      0.79      0.79      9690
weighted avg       0.85      0.85      0.85      9690
"
MLP,754,"[5, 0.0001, 8000, (200, 100)]",0.288957688,0.280459812,0.281099319,0.288957688,0.747956949,"[0.01428571 0.42477477 0.316      0.23404255 0.18181818 0.2
 0.34166667 0.19166667 0.3537037  0.18888889]","[0.00348101 0.26639893 0.23723118 0.12173913 0.1460441  0.00981013
 0.0221865  0.01915344 0.03530055 0.01740977]","[[  3 100  80   1  19   0   0   1   2   4]
 [ 14 943 749 187 215   5  13  18  55  21]
 [ 12 910 711 226 290  13  26   9  25  28]
 [  0 272 276 330 497   3  14   2  11   5]
 [  6 476 506 549 360  12  23   5  26  17]
 [  1  21  26   4  15  42  14  37  39  11]
 [  0  44  50  10  40   8 123  20  41  24]
 [  0  42  33   3   9  10  14  46  71  12]
 [  0  68  25  20  28  28  62  76 191  42]
 [  0  57  20   8  13  14  41  13  53  51]]","              precision    recall  f1-score   support

           0       0.08      0.01      0.02       210
           1       0.32      0.42      0.37      2220
           2       0.29      0.32      0.30      2250
           3       0.25      0.23      0.24      1410
           4       0.24      0.18      0.21      1980
           5       0.31      0.20      0.24       210
           6       0.37      0.34      0.36       360
           7       0.20      0.19      0.20       240
           8       0.37      0.35      0.36       540
           9       0.24      0.19      0.21       270

    accuracy                           0.29      9690
   macro avg       0.27      0.24      0.25      9690
weighted avg       0.28      0.29      0.28      9690
"
MLP,754,"[10, 0.0001, 8000, (200, 100)]",0.434365325,0.432616386,0.432972708,0.434365325,0.813696685,"[0.08095238 0.47027027 0.41644444 0.44822695 0.47828283 0.25238095
 0.36944444 0.375      0.47592593 0.36666667]","[0.01244726 0.18380187 0.16586022 0.08188406 0.14513619 0.01582278
 0.02658092 0.01693122 0.02710383 0.01624204]","[[  17  104   52   10   21    0    1    1    2    2]
 [  47 1044  531  135  329   17   25   44   26   22]
 [  38  594  937  244  366    8   30    7   11   15]
 [  12  180  235  632  304   10   23    2    7    5]
 [  18  376  321  234  947   14   32    7   27    4]
 [   0   11   21    4   15   53   16   15   55   20]
 [   0   23   30   30   46   12  133   14   34   38]
 [   2   20    8    2   10   22   24   90   53    9]
 [   0   51   26   13   17   35   52   51  257   38]
 [   1   14   10    6   11   32   45   19   33   99]]","              precision    recall  f1-score   support

           0       0.13      0.08      0.10       210
           1       0.43      0.47      0.45      2220
           2       0.43      0.42      0.42      2250
           3       0.48      0.45      0.46      1410
           4       0.46      0.48      0.47      1980
           5       0.26      0.25      0.26       210
           6       0.35      0.37      0.36       360
           7       0.36      0.38      0.37       240
           8       0.51      0.48      0.49       540
           9       0.39      0.37      0.38       270

    accuracy                           0.43      9690
   macro avg       0.38      0.37      0.38      9690
weighted avg       0.43      0.43      0.43      9690
"
MLP,754,"[20, 0.0001, 8000, (200, 100)]",0.555211558,0.555289811,0.55506184,0.555211558,0.875054917,"[0.18571429 0.55990991 0.55288889 0.61276596 0.63131313 0.32380952
 0.44166667 0.44166667 0.53518519 0.43703704]","[0.01677215 0.13668005 0.13185484 0.07089372 0.09351492 0.01603376
 0.02486602 0.01375661 0.02338798 0.01199575]","[[  39  117   23    6   21    0    3    1    0    0]
 [ 100 1243  357  120  331   12   17   12   15   13]
 [  14  384 1244  293  247   10   18    7   15   18]
 [   5  117  300  864   86    4   26    0    1    7]
 [  31  352  226   95 1250    4    7    6    4    5]
 [   0    5   17    5    6   68   23   14   54   18]
 [   2   17   21   39    8   32  159   28   29   25]
 [   2    5    6    1    5   24   24  106   65    2]
 [   0   10   19   17   13   44   69   54  289   25]
 [   5   14   12   11    4   22   45    8   31  118]]","              precision    recall  f1-score   support

           0       0.20      0.19      0.19       210
           1       0.55      0.56      0.55      2220
           2       0.56      0.55      0.56      2250
           3       0.60      0.61      0.60      1410
           4       0.63      0.63      0.63      1980
           5       0.31      0.32      0.32       210
           6       0.41      0.44      0.42       360
           7       0.45      0.44      0.45       240
           8       0.57      0.54      0.55       540
           9       0.51      0.44      0.47       270

    accuracy                           0.56      9690
   macro avg       0.48      0.47      0.47      9690
weighted avg       0.56      0.56      0.56      9690
"
MLP,754,"[50, 0.0001, 8000, (200, 100)]",0.751496388,0.752160879,0.751261839,0.751496388,0.950285959,"[0.56666667 0.76801802 0.74577778 0.75673759 0.80555556 0.65714286
 0.73888889 0.66666667 0.73518519 0.58148148]","[0.01012658 0.07697456 0.07580645 0.04806763 0.04863813 0.00506329
 0.01425509 0.00560847 0.01213115 0.00583864]","[[ 119   67    5    0   15    0    2    1    0    1]
 [  61 1705  158   56  192    2   14   11   18    3]
 [  10  183 1678  235   99   10   16    2   10    7]
 [   0   38  253 1067   28    1   11    1    4    7]
 [  17  214   84   53 1595    1    5    0    4    7]
 [   0    9   19    2    3  138   12    5   17    5]
 [   2   12   14   15    2    6  266   14   16   13]
 [   1   21    6    1    3    6   23  160   19    0]
 [   3   24   13   19   19   10   27   16  397   12]
 [   2    7   12   17   14   12   23    3   23  157]]","              precision    recall  f1-score   support

           0       0.55      0.57      0.56       210
           1       0.75      0.77      0.76      2220
           2       0.75      0.75      0.75      2250
           3       0.73      0.76      0.74      1410
           4       0.81      0.81      0.81      1980
           5       0.74      0.66      0.70       210
           6       0.67      0.74      0.70       360
           7       0.75      0.67      0.71       240
           8       0.78      0.74      0.76       540
           9       0.74      0.58      0.65       270

    accuracy                           0.75      9690
   macro avg       0.73      0.70      0.71      9690
weighted avg       0.75      0.75      0.75      9690
"
MLP,754,"[200, 0.0001, 8000, (200, 100)]",0.828482972,0.829707488,0.828761088,0.828482972,0.968340929,"[0.67619048 0.83063063 0.80222222 0.84184397 0.89343434 0.80952381
 0.78055556 0.82083333 0.81296296 0.71851852]","[0.00864979 0.05555556 0.0530914  0.03514493 0.02542153 0.00274262
 0.01221865 0.0031746  0.00655738 0.00562633]","[[ 142   46    1    1   16    0    2    1    1    0]
 [  38 1844  148   43   87    4   32    4   16    4]
 [   7  164 1805  171   71    5   20    1    4    2]
 [   1   41  141 1187    8    2   19    0    3    8]
 [  24  107   57    8 1769    4    3    4    1    3]
 [   0    5    7    8    4  170    1    7    3    5]
 [   0    6   20   25    4    0  281    4   12    8]
 [   1    8    5    1    1    6   11  197    8    2]
 [   6   31    6   16    2    1   12    6  439   21]
 [   5    7   10   18    3    4   14    3   12  194]]","              precision    recall  f1-score   support

           0       0.63      0.68      0.65       210
           1       0.82      0.83      0.82      2220
           2       0.82      0.80      0.81      2250
           3       0.80      0.84      0.82      1410
           4       0.90      0.89      0.90      1980
           5       0.87      0.81      0.84       210
           6       0.71      0.78      0.74       360
           7       0.87      0.82      0.84       240
           8       0.88      0.81      0.85       540
           9       0.79      0.72      0.75       270

    accuracy                           0.83      9690
   macro avg       0.81      0.80      0.80      9690
weighted avg       0.83      0.83      0.83      9690
"
MLP,754,"[500, 0.0001, 8000, (200, 100)]",0.781011352,0.781371856,0.780948744,0.781011352,0.960240083,"[0.55238095 0.76351351 0.76177778 0.83049645 0.85808081 0.68095238
 0.69444444 0.73333333 0.79074074 0.65555556]","[0.00780591 0.07202142 0.07836022 0.03514493 0.03255512 0.00654008
 0.01264737 0.00328042 0.0095082  0.00923567]","[[ 116   67    5    0   12    0    1    6    3    0]
 [  35 1695  292   56  109    4    9    4    7    9]
 [   6  230 1714  167   79   16   17    1    6   14]
 [   1   22  147 1171   25    3   34    1    1    5]
 [  22  141   81   11 1699   12    1    2    0   11]
 [   2   11    5    2    5  143   13    2   13   14]
 [   0   23   15   34    6    0  250    2   25    5]
 [   5    8    6    1    5   13    1  176   17    8]
 [   0   18   18    9    0   12   28    7  427   21]
 [   3   18   14   11   10    2   14    6   15  177]]","              precision    recall  f1-score   support

           0       0.61      0.55      0.58       210
           1       0.76      0.76      0.76      2220
           2       0.75      0.76      0.75      2250
           3       0.80      0.83      0.82      1410
           4       0.87      0.86      0.86      1980
           5       0.70      0.68      0.69       210
           6       0.68      0.69      0.69       360
           7       0.85      0.73      0.79       240
           8       0.83      0.79      0.81       540
           9       0.67      0.66      0.66       270

    accuracy                           0.78      9690
   macro avg       0.75      0.73      0.74      9690
weighted avg       0.78      0.78      0.78      9690
"
MLP,754,"[9690, 0.0001, 8000, (200, 100, 50)]",0.999587203,0.999588251,0.999587435,0.999587203,0.999987129,"[1.         1.         1.         0.99929078 1.         1.
 1.         0.99583333 0.99814815 0.9962963 ]","[0.         0.         0.         0.         0.         0.
 0.00010718 0.         0.00010929 0.00021231]","[[ 210    0    0    0    0    0    0    0    0    0]
 [   0 2220    0    0    0    0    0    0    0    0]
 [   0    0 2250    0    0    0    0    0    0    0]
 [   0    0    0 1409    0    0    1    0    0    0]
 [   0    0    0    0 1980    0    0    0    0    0]
 [   0    0    0    0    0  210    0    0    0    0]
 [   0    0    0    0    0    0  360    0    0    0]
 [   0    0    0    0    0    0    0  239    0    1]
 [   0    0    0    0    0    0    0    0  539    1]
 [   0    0    0    0    0    0    0    0    1  269]]","              precision    recall  f1-score   support

           0       1.00      1.00      1.00       210
           1       1.00      1.00      1.00      2220
           2       1.00      1.00      1.00      2250
           3       1.00      1.00      1.00      1410
           4       1.00      1.00      1.00      1980
           5       1.00      1.00      1.00       210
           6       1.00      1.00      1.00       360
           7       1.00      1.00      1.00       240
           8       1.00      1.00      1.00       540
           9       0.99      1.00      0.99       270

    accuracy                           1.00      9690
   macro avg       1.00      1.00      1.00      9690
weighted avg       1.00      1.00      1.00      9690
"
MLP,754,"[5, 0.0001, 8000, (200, 100, 50)]",0.426006192,0.423230347,0.41610681,0.426006192,0.849651981,"[0.         0.5954955  0.37733333 0.39148936 0.29444444 0.35714286
 0.49444444 0.36666667 0.68703704 0.40740741]","[0.         0.25568942 0.20040323 0.09951691 0.09857328 0.00348101
 0.0130761  0.00888889 0.02360656 0.01295117]","[[   0  104   84    1   13    0    0    4    0    4]
 [   0 1322  524  181  122    1    9   10   36   15]
 [   0  897  849  235  198    3   18   10   22   18]
 [   0  255  248  552  343    1    7    1    1    2]
 [   0  463  493  386  583    6   16    4   20    9]
 [   0   13   20    1   11   75   12   16   37   25]
 [   0   36   56   12   34    5  178    7   23    9]
 [   0   48   23    1   14    1   17   88   42    6]
 [   0   49   11    6   17    6   24   22  371   34]
 [   0   45   32    1    8   10   19   10   35  110]]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00       210
           1       0.41      0.60      0.48      2220
           2       0.36      0.38      0.37      2250
           3       0.40      0.39      0.40      1410
           4       0.43      0.29      0.35      1980
           5       0.69      0.36      0.47       210
           6       0.59      0.49      0.54       360
           7       0.51      0.37      0.43       240
           8       0.63      0.69      0.66       540
           9       0.47      0.41      0.44       270

    accuracy                           0.43      9690
   macro avg       0.45      0.40      0.41      9690
weighted avg       0.42      0.43      0.42      9690
"
MLP,754,"[10, 0.0001, 8000, (200, 100, 50)]",0.68875129,0.690770387,0.686104721,0.68875129,0.951234386,"[0.25714286 0.71891892 0.63111111 0.58865248 0.72979798 0.8047619
 0.66666667 0.86666667 0.91481481 0.80740741]","[0.00253165 0.12008032 0.10188172 0.04661836 0.09299611 0.0021097
 0.00846731 0.00285714 0.00590164 0.00573248]","[[  54   97   41    4   13    0    0    0    0    1]
 [  11 1596  332   82  185    0    6    2    6    0]
 [   7  440 1420  151  209    3   13    2    3    2]
 [   3  111  187  830  262    0   13    1    1    2]
 [   2  224  165  121 1445    2   12    3    4    2]
 [   0    1    5    0    7  169    6    5   11    6]
 [   0    7   15   22   30    2  240    6   11   27]
 [   0    8    3    1    1    1    6  208    9    3]
 [   1    6    1    4    7    5    5    6  494   11]
 [   0    3    9    1    3    7   18    2    9  218]]","              precision    recall  f1-score   support

           0       0.69      0.26      0.37       210
           1       0.64      0.72      0.68      2220
           2       0.65      0.63      0.64      2250
           3       0.68      0.59      0.63      1410
           4       0.67      0.73      0.70      1980
           5       0.89      0.80      0.85       210
           6       0.75      0.67      0.71       360
           7       0.89      0.87      0.88       240
           8       0.90      0.91      0.91       540
           9       0.80      0.81      0.80       270

    accuracy                           0.69      9690
   macro avg       0.76      0.70      0.72      9690
weighted avg       0.69      0.69      0.69      9690
"
MLP,754,"[20, 0.0001, 8000, (200, 100, 50)]",0.855211558,0.855533949,0.854370973,0.855211558,0.987987151,"[0.5        0.85135135 0.84666667 0.81843972 0.86969697 0.8952381
 0.89166667 0.92916667 0.96296296 0.95925926]","[0.00274262 0.05394913 0.05806452 0.02125604 0.03437095 0.00147679
 0.0039657  0.0010582  0.00349727 0.00084926]","[[ 105   91    3    0   11    0    0    0    0    0]
 [  22 1890  147   31  127    0    2    0    0    1]
 [   0  145 1905  116   78    0    4    0    1    1]
 [   0   37  168 1154   43    0    8    0    0    0]
 [   3  125  107   22 1722    0    0    1    0    0]
 [   0    0    1    0    0  188    6    1   13    1]
 [   0    5    5    7    2    7  321    2    7    4]
 [   0    0    0    0    4    0    5  223    8    0]
 [   1    0    1    0    0    7    4    6  520    1]
 [   0    0    0    0    0    0    8    0    3  259]]","              precision    recall  f1-score   support

           0       0.80      0.50      0.62       210
           1       0.82      0.85      0.84      2220
           2       0.82      0.85      0.83      2250
           3       0.87      0.82      0.84      1410
           4       0.87      0.87      0.87      1980
           5       0.93      0.90      0.91       210
           6       0.90      0.89      0.89       360
           7       0.96      0.93      0.94       240
           8       0.94      0.96      0.95       540
           9       0.97      0.96      0.96       270

    accuracy                           0.86      9690
   macro avg       0.89      0.85      0.87      9690
weighted avg       0.86      0.86      0.85      9690
"
MLP,754,"[50, 0.0001, 8000, (200, 100, 50)]",1,1,1,1,1,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[[ 210    0    0    0    0    0    0    0    0    0]
 [   0 2220    0    0    0    0    0    0    0    0]
 [   0    0 2250    0    0    0    0    0    0    0]
 [   0    0    0 1410    0    0    0    0    0    0]
 [   0    0    0    0 1980    0    0    0    0    0]
 [   0    0    0    0    0  210    0    0    0    0]
 [   0    0    0    0    0    0  360    0    0    0]
 [   0    0    0    0    0    0    0  240    0    0]
 [   0    0    0    0    0    0    0    0  540    0]
 [   0    0    0    0    0    0    0    0    0  270]]","              precision    recall  f1-score   support

           0       1.00      1.00      1.00       210
           1       1.00      1.00      1.00      2220
           2       1.00      1.00      1.00      2250
           3       1.00      1.00      1.00      1410
           4       1.00      1.00      1.00      1980
           5       1.00      1.00      1.00       210
           6       1.00      1.00      1.00       360
           7       1.00      1.00      1.00       240
           8       1.00      1.00      1.00       540
           9       1.00      1.00      1.00       270

    accuracy                           1.00      9690
   macro avg       1.00      1.00      1.00      9690
weighted avg       1.00      1.00      1.00      9690
"
MLP,754,"[200, 0.0001, 8000, (200, 100, 50)]",1,1,1,1,1,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[[ 210    0    0    0    0    0    0    0    0    0]
 [   0 2220    0    0    0    0    0    0    0    0]
 [   0    0 2250    0    0    0    0    0    0    0]
 [   0    0    0 1410    0    0    0    0    0    0]
 [   0    0    0    0 1980    0    0    0    0    0]
 [   0    0    0    0    0  210    0    0    0    0]
 [   0    0    0    0    0    0  360    0    0    0]
 [   0    0    0    0    0    0    0  240    0    0]
 [   0    0    0    0    0    0    0    0  540    0]
 [   0    0    0    0    0    0    0    0    0  270]]","              precision    recall  f1-score   support

           0       1.00      1.00      1.00       210
           1       1.00      1.00      1.00      2220
           2       1.00      1.00      1.00      2250
           3       1.00      1.00      1.00      1410
           4       1.00      1.00      1.00      1980
           5       1.00      1.00      1.00       210
           6       1.00      1.00      1.00       360
           7       1.00      1.00      1.00       240
           8       1.00      1.00      1.00       540
           9       1.00      1.00      1.00       270

    accuracy                           1.00      9690
   macro avg       1.00      1.00      1.00      9690
weighted avg       1.00      1.00      1.00      9690
"
MLP,754,"[500, 0.0001, 8000, (200, 100, 50)]",1,1,1,1,1,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[[ 210    0    0    0    0    0    0    0    0    0]
 [   0 2220    0    0    0    0    0    0    0    0]
 [   0    0 2250    0    0    0    0    0    0    0]
 [   0    0    0 1410    0    0    0    0    0    0]
 [   0    0    0    0 1980    0    0    0    0    0]
 [   0    0    0    0    0  210    0    0    0    0]
 [   0    0    0    0    0    0  360    0    0    0]
 [   0    0    0    0    0    0    0  240    0    0]
 [   0    0    0    0    0    0    0    0  540    0]
 [   0    0    0    0    0    0    0    0    0  270]]","              precision    recall  f1-score   support

           0       1.00      1.00      1.00       210
           1       1.00      1.00      1.00      2220
           2       1.00      1.00      1.00      2250
           3       1.00      1.00      1.00      1410
           4       1.00      1.00      1.00      1980
           5       1.00      1.00      1.00       210
           6       1.00      1.00      1.00       360
           7       1.00      1.00      1.00       240
           8       1.00      1.00      1.00       540
           9       1.00      1.00      1.00       270

    accuracy                           1.00      9690
   macro avg       1.00      1.00      1.00      9690
weighted avg       1.00      1.00      1.00      9690
"
MLP,754,"[9690, 0.0001, 8000, (200, 100, 50)]",0.808462332,0.80826592,0.807547413,0.808462332,0.962516004,"[0.44761905 0.80315315 0.83333333 0.89858156 0.83686869 0.83809524
 0.68055556 0.77916667 0.78518519 0.46666667]","[0.00907173 0.04698795 0.07231183 0.02801932 0.02879377 0.00506329
 0.01554126 0.00380952 0.01081967 0.01050955]","[[  94   88    1   13    5    0    4    1    0    4]
 [  44 1783  268   45   67    0    2    0    3    8]
 [   6  179 1875   70  109    0    4    3    0    4]
 [  19   25   40 1267   27    1   22    1    2    6]
 [   9   51  211   46 1657    1    4    1    0    0]
 [   0    0    1    0    2  176   15    8    6    2]
 [   4    7    7   34    2   15  245    1   27   18]
 [   0    0    6    3    2   21    7  187    3   11]
 [   2    0    0    0    1    4   58    5  424   46]
 [   2    1    4   21    7    6   29   16   58  126]]","              precision    recall  f1-score   support

           0       0.52      0.45      0.48       210
           1       0.84      0.80      0.82      2220
           2       0.78      0.83      0.80      2250
           3       0.85      0.90      0.87      1410
           4       0.88      0.84      0.86      1980
           5       0.79      0.84      0.81       210
           6       0.63      0.68      0.65       360
           7       0.84      0.78      0.81       240
           8       0.81      0.79      0.80       540
           9       0.56      0.47      0.51       270

    accuracy                           0.81      9690
   macro avg       0.75      0.74      0.74      9690
weighted avg       0.81      0.81      0.81      9690
"
MLP,754,"[5, 0.0001, 8000, (200, 100, 50)]",0.30247678,0.293020394,0.293078797,0.30247678,0.74631647,"[0.0047619  0.4518018  0.31422222 0.28368794 0.17878788 0.2
 0.34444444 0.17083333 0.35740741 0.24444444]","[0.00189873 0.27376171 0.23198925 0.12222222 0.12801556 0.01128692
 0.02143623 0.01851852 0.03453552 0.01836518]","[[   1  100   88    1   15    1    0    2    0    2]
 [   7 1003  715  192  187   12   13   16   50   25]
 [   5  965  707  222  242    8   33   14   24   30]
 [   0  288  256  400  436    2   10    2   10    6]
 [   5  477  496  561  354   13   16    7   33   18]
 [   0   13   29    3   15   42   18   25   46   19]
 [   1   24   64   10   43    7  124   24   48   15]
 [   0   44   33    2   10   22   20   41   56   12]
 [   0   78   25   17   23   33   60   65  193   46]
 [   0   56   20    4   16    9   30   20   49   66]]","              precision    recall  f1-score   support

           0       0.05      0.00      0.01       210
           1       0.33      0.45      0.38      2220
           2       0.29      0.31      0.30      2250
           3       0.28      0.28      0.28      1410
           4       0.26      0.18      0.21      1980
           5       0.28      0.20      0.23       210
           6       0.38      0.34      0.36       360
           7       0.19      0.17      0.18       240
           8       0.38      0.36      0.37       540
           9       0.28      0.24      0.26       270

    accuracy                           0.30      9690
   macro avg       0.27      0.26      0.26      9690
weighted avg       0.29      0.30      0.29      9690
"
MLP,754,"[10, 0.0001, 8000, (200, 100, 50)]",0.423323013,0.419218778,0.42081833,0.423323013,0.806447828,"[0.01904762 0.46531532 0.42577778 0.42907801 0.46868687 0.25714286
 0.3        0.325      0.42962963 0.37777778]","[0.01033755 0.18246319 0.17956989 0.08828502 0.14293126 0.01308017
 0.028403   0.01862434 0.02797814 0.01454352]","[[   4  111   57   10   23    0    1    0    2    2]
 [  44 1033  579  155  297    8   16   44   31   13]
 [  28  579  958  239  365   11   27    9   19   15]
 [  11  212  214  605  323    0   39    0    3    3]
 [  13  342  354  258  928   10   47   10   11    7]
 [   0    7   18    3   10   54   16   15   70   17]
 [   0   28   39   40   48    9  108   22   28   38]
 [   0   30   14    3    4   17   30   78   52   12]
 [   0   45   41   16   26   49   31   70  232   30]
 [   2    9   20    7    6   20   58    6   40  102]]","              precision    recall  f1-score   support

           0       0.04      0.02      0.03       210
           1       0.43      0.47      0.45      2220
           2       0.42      0.43      0.42      2250
           3       0.45      0.43      0.44      1410
           4       0.46      0.47      0.46      1980
           5       0.30      0.26      0.28       210
           6       0.29      0.30      0.29       360
           7       0.31      0.33      0.32       240
           8       0.48      0.43      0.45       540
           9       0.43      0.38      0.40       270

    accuracy                           0.42      9690
   macro avg       0.36      0.35      0.35      9690
weighted avg       0.42      0.42      0.42      9690
"
MLP,754,"[20, 0.0001, 8000, (200, 100, 50)]",0.565634675,0.563808864,0.564422357,0.565634675,0.881182891,"[0.2        0.56576577 0.58444444 0.6106383  0.64949495 0.24761905
 0.45277778 0.3625     0.51851852 0.51481481]","[0.01234177 0.12797858 0.13763441 0.06570048 0.09403372 0.01392405
 0.02240086 0.01820106 0.02196721 0.01369427]","[[  42  123   23    1   18    0    1    1    0    1]
 [  80 1256  380  125  314   14   24    9   13    5]
 [  11  343 1315  260  261    9   19    9   17    6]
 [   2  131  302  861   78    2   24    0    4    6]
 [  17  305  257   80 1286    5    7   13    7    3]
 [   0    5   13    3   12   52   23   27   56   19]
 [   1   14   21   41   12   24  163   29   27   28]
 [   4   21    6    1   11   14   29   87   57   10]
 [   0    6   15   23   13   40   44   68  280   51]
 [   2    8    7   10    6   24   38   16   20  139]]","              precision    recall  f1-score   support

           0       0.26      0.20      0.23       210
           1       0.57      0.57      0.57      2220
           2       0.56      0.58      0.57      2250
           3       0.61      0.61      0.61      1410
           4       0.64      0.65      0.64      1980
           5       0.28      0.25      0.26       210
           6       0.44      0.45      0.45       360
           7       0.34      0.36      0.35       240
           8       0.58      0.52      0.55       540
           9       0.52      0.51      0.52       270

    accuracy                           0.57      9690
   macro avg       0.48      0.47      0.47      9690
weighted avg       0.56      0.57      0.56      9690
"
MLP,754,"[50, 0.0001, 8000, (200, 100, 50)]",0.747884417,0.747414147,0.747451209,0.747884417,0.941340334,"[0.58571429 0.74864865 0.76755556 0.75602837 0.79949495 0.65714286
 0.66944444 0.73333333 0.70555556 0.55555556]","[0.00917722 0.07710843 0.07755376 0.04299517 0.0540856  0.00685654
 0.01178992 0.00571429 0.01245902 0.00923567]","[[ 123   65    4    2    8    1    2    3    1    1]
 [  53 1662  151   78  232    4   12   11    9    8]
 [   4  174 1727  195  104    3   12    8   15    8]
 [   1   42  238 1066   35    4   17    0    3    4]
 [  16  232   98   40 1583    2    3    3    2    1]
 [   0   12    8    1    3  138    9    1   29    9]
 [   1   11   21   21    5   11  241    7   11   31]
 [   3   20    1    0    3   10   14  176   13    0]
 [   4   14   31   13   21   14   20   17  381   25]
 [   5    6   25    6    6   16   21    4   31  150]]","              precision    recall  f1-score   support

           0       0.59      0.59      0.59       210
           1       0.74      0.75      0.75      2220
           2       0.75      0.77      0.76      2250
           3       0.75      0.76      0.75      1410
           4       0.79      0.80      0.80      1980
           5       0.68      0.66      0.67       210
           6       0.69      0.67      0.68       360
           7       0.77      0.73      0.75       240
           8       0.77      0.71      0.74       540
           9       0.63      0.56      0.59       270

    accuracy                           0.75      9690
   macro avg       0.72      0.70      0.71      9690
weighted avg       0.75      0.75      0.75      9690
"
MLP,754,"[200, 0.0001, 8000, (200, 100, 50)]",0.805469556,0.806396661,0.805704531,0.805469556,0.955242032,"[0.68095238 0.80585586 0.784      0.8212766  0.88434343 0.74285714
 0.68055556 0.78333333 0.80740741 0.64814815]","[0.00770042 0.06291834 0.06115591 0.03599034 0.02645914 0.00453586
 0.01543408 0.00243386 0.01103825 0.00785563]","[[ 143   55    1    0    7    0    2    0    0    2]
 [  46 1789  190   48   97    6   21    2   16    5]
 [   5  197 1764  167   67    6   29    4    8    3]
 [   0   51  143 1158   22    2   29    2    1    2]
 [  11  108   69   37 1751    1    2    0    0    1]
 [   1    8    9    1    4  156    9    7    7    8]
 [   2    5   24   24    4    3  245    2   30   21]
 [   1    5    8    3    0   10    3  188   14    8]
 [   4   26    4    7    1    7   27    4  436   24]
 [   3   15    7   11    2    8   22    2   25  175]]","              precision    recall  f1-score   support

           0       0.66      0.68      0.67       210
           1       0.79      0.81      0.80      2220
           2       0.79      0.78      0.79      2250
           3       0.80      0.82      0.81      1410
           4       0.90      0.88      0.89      1980
           5       0.78      0.74      0.76       210
           6       0.63      0.68      0.65       360
           7       0.89      0.78      0.83       240
           8       0.81      0.81      0.81       540
           9       0.70      0.65      0.67       270

    accuracy                           0.81      9690
   macro avg       0.78      0.76      0.77      9690
weighted avg       0.81      0.81      0.81      9690
"
